OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
882,6733,23368,San Rafael Park,San Rafael Park,Open Access,0.936,0.93556818,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.14062101,-118.1772417,Pasadena,Pasadena,91105,,,No,40753.19141,868.3166786
883,6736,23329,Brookside Park,Brookside Park,Open Access,92.465,92.4610682,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,Present - Fair,9.75,4,0,3,0,1,1,0,5,2,0,0,0,0,0,0,4,5,15,0,Local Park,34.15291303,-118.165243,360 N Arroyo Blvd,Pasadena,91103,,,No,4027587.988,12730.4817
884,6737,23447,Singer Park,Singer Park,Open Access,3.01,3.00976545,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Local Park,34.13514054,-118.1562325,Pasadena,Pasadena,91105,,,No,131104.8594,1464.240587
885,6738,23281,Pasadena Central Park,Pasadena Central Park,Open Access,9.19,9.18992259,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Local Park,34.14207267,-118.1496409,275 S Raymond Ave,Pasadena,91105,,,No,400311.4209,2785.383021
886,6739,23273,Brenner Park,Brenner Park,Open Access,2.715,2.71438761,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,5,3,Local Park,34.16110574,-118.155756,Pasadena,Pasadena,91103,,,No,118238.25,1434.640847
887,6740,23256,La Pintoresca Park,La Pintoresca Park,Open Access,4.394,4.39376822,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,4,3,0,Local Park,34.16964198,-118.1498491,45 E Washington Blvd,Pasadena,91103,,,No,191391.7773,1965.294069
888,6741,48289,Jackie Robinson Park,Jackie Robinson Park,Open Access,9.234,9.23330279,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,3,2,0,0,0,0,0,1,1,0,0,1,1,0,2,10,1,0,Local Park,34.16360264,-118.1514033,1081 N Fair Oaks Ave,Pasadena,91103,,,No,402201.0596,2843.666134
889,6742,23533,Grant Park,Grant Park,Open Access,2.462,2.46214711,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,3,0,Local Park,34.14213242,-118.1252186,232 S Michigan Ave,Pasadena,91106,,,No,107250.7041,1326.901443
890,6743,23506,McDonald Park,McDonald Park,Open Access,5.065,5.06522876,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,2,4,0,Local Park,34.16252089,-118.1275223,1000 Mountain Avenue,Pasadena,91104,,,No,220640.4824,1935.856604
891,6744,,Jefferson Park,Jefferson Park,Open Access,4.397,4.3967096,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,Local Park,34.15490316,-118.1188077,1501 E Villa St,Pasadena,91106,,,No,191519.9033,1841.520066
892,6753,23548,Villa Parke,Villa Parke,Open Access,10.536,10.53582267,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,2,1,1,1,0,0,0,2,1,0,0,1,1,0,2,7,5,0,Local Park,34.15535289,-118.1431854,363 E Villa St,Pasadena,91101,,,No,458938.6016,3352.541083
1344,12340,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,126.667,126.6600116,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18294406,-118.0754735,1999 Kinclair Dr,Pasadena,91107,,,No,5517288.048,12511.45966
1345,12341,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.863,0.8628058,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.17105675,-118.0871945,1999 Kinclair Dr,Pasadena,91107,,,No,37583.6709,854.5697785
1346,12342,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.996,0.99574457,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18527911,-118.0864048,1999 Kinclair Dr,Pasadena,91107,,,No,43374.46094,853.0239616
1347,12343,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.296,0.29588727,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16916728,-118.0890519,1999 Kinclair Dr,Pasadena,91107,,,No,12888.79785,512.1579115
1348,12344,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.195,0.19475578,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18143509,-118.0843014,1999 Kinclair Dr,Pasadena,91107,,,No,8483.527344,374.1324501
1443,12553,,Pasadena City Parkland 3,Pasadena City Parkland,Open Access,10.094,10.0934478,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.16504959,-118.1734734,1570 E Colorado Blvd,Pasadena,91103,,,No,439668.8428,12322.57408
1445,12556,,Pasadena City Parkland 5,Pasadena City Parkland,No Public Access,1.578,1.5779437,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.14508858,-118.1816834,1570 E Colorado Blvd,Pasadena,91105,,,No,68734.95313,1048.156893
1613,15046,23284,Victory Park (City of Pasadena),Victory Park,Open Access,26.203,26.2019019,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,1,4,0,2,0,0,2,0,0,0,0,1,1,0,3,10,2,2,Local Park,34.16059391,-118.0958285,2575 Paloma St,Pasadena,91107,,,No,1141350.288,5152.438009
1899,24522,,Wrigley Gardens,Wrigley Gardens,Open Access,4.16,4.16014571,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.13921392,-118.1601462,391 S Orange Grove Blvd,Pasadena,91105,,,No,181215.2227,1742.982698
1918,25053,23376,Tournament Park,Tournament Park,Open Access,25.867,25.86626753,California Institute of Technology,Non Profit,Non Profit - Education,http://www.caltech.edu/,California Institute of Technology,Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0,8,0,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,15,0,Local Park,34.1341911,-118.1262961,E California Blvd,Pasadena,91126,,,No,1126730.108,5643.148094
2280,45796,,Eagle Rock Historical Landmark,Eagle Rock Historical Landmark,Open Access,2.174,2.17386722,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.14316473,-118.1834518,East LA,Pasadena,91105,,,No,94693.2793,1911.155232
2399,45943,,Brookside Park Area H,Brookside Park Area H,Open Access,27.443,27.44188845,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,Local Park,34.15839208,-118.1655246,360 N Arroyo Blvd,Pasadena,91103,,,No,1195363.881,4652.850009
2400,45944,,Eaton Sunnyslope Park,Eaton Sunnyslope Park,Open Access,2.02,2.01941119,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Local Park,34.15896842,-118.0886144,Paloma St,Pasadena,91107,,,No,87965.2002,1185.039441
2401,45945,23328,Gwinn Park,Gwinn Park,Open Access,2.653,2.65276654,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Local Park,34.15801332,-118.0884682,Orange Grove Blvd & N Sunnyslope Avenue,Pasadena,91107,,,No,115554.0498,1379.929008
2402,45946,,James Madison Park,James Madison Park,Restricted Access,1.131,1.13083665,Pasadena Unified School District,Special District,School District,http://www.pusd.us/pages/PasadenaUSD,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,1,5,3,0,Local Park,34.15924774,-118.1410305,158 S Madison Ave # 119,Pasadena,91104,,,No,49259.04492,885.1165095
2403,45947,,Linda Vista Park,Linda Vista Park,Restricted Access,2.021,2.02114934,Pasadena Unified School District,Special District,School District,http://www.pusd.us/pages/PasadenaUSD,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.16909808,-118.1779024,1259 Linda Vista Ave,Pasadena,91103,,,No,88040.91113,1696.964478
2404,45948,,McKinley School Park,McKinley School Park,Restricted Access,2.801,2.80125471,Pasadena Unified School District,Special District,School District,http://www.pusd.us/pages/PasadenaUSD,"Pasadena, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,Local Park,34.13813357,-118.1355919,325 S Oak Knoll Ave,Pasadena,91101,,,No,122022.1689,1553.972445
2405,45949,24489,Brookside Golf Course,Brookside GC,Restricted Access,293.566,293.5513904,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.17027305,-118.1705163,1133 Rosemont Ave,Pasadena,91103,,,No,12787047.43,21841.68464
2406,45950,12777,Rose Bowl,Rose Bowl,Restricted Access,73.977,73.97338961,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.15981659,-118.1677787,1001 Rose Bowl Dr,Pasadena,91103,,,No,3222267.953,10360.33495
2471,46087,,Desiderio Park,Desiderio Park,Open Access,3.993,3.9927971,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.14435454,-118.164401,,Pasadena,91105,,,No,173925.5459,1986.988997
2472,46088,,Annandale Canyon Park,Annandale Canyon Park,Open Access,24.822,24.82118208,"Pasadena, City of",City,City Agency,http://cityofpasadena.net/PublicWorks/Parks_Natural_Resources_Division/,"Pasadena, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.15623582,-118.1819912,One N San Rafael Ave,Pasadena,91105,,,No,1081206.359,6004.401844
2505,46136,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,2.88,2.87947211,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.17875346,-118.0694446,,Pasadena,91107,,,No,125429.3037,1720.342278
11851,6972,3000051,Eaton Canyon Golf Course,Eaton Canyon GC,Open Access,72.0242123,72.0242123,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16531525,-118.0804046,1150 N. Sierra Madre Villa,Pasadena,91107,,General: (626) 794-6773,Yes,3137490.861,13637.98304
15086,6970,3000052,Eaton Canyon Natural Area and Nature Center,Eaton Canyon Park and Nature Ctr.,Open Access,219.0877694,219.087769,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Natural,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Regional Open Space,34.183308,-118.096038,1750 N. Altadena Dr.,Pasadena,91001,"Hours of Operations
Tuesday - Sunday 6am to 7:30pm
Closed Monday",General: (626) 398-5420,Yes,9543471.563,46367.5114
168,4167,22762,Limekiln Canyon Park,Limekiln Canyon Park,Open Access,95.85,95.8418241,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,Present - Fair,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Local Park,34.28535155,-118.5601422,19585  Rinaldi St,Los Angeles,91326,,(818) 368-8343,No,4174853.183,33161.07467
235,5467,,Moonshine Canton Park,Moonshine Canton Park,Open Access,25.881,25.87892409,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.28918021,-118.5684181,Porter Ranch,Los Angeles,91326,,,No,1127281.43,7986.664999
274,5745,22728,Palisades Park (Porter Ranch),Palisades Park (Porter Ranch),Open Access,113.648,113.6380111,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.28944852,-118.5470593,Porter Ranch,Los Angeles,91326,,,No,4950051.969,16589.96328
1282,8785,73877,Porter Ranch Park,Porter Ranch Park,Open Access,48.283,48.27901406,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.26707028,-118.5583944,11000  Tampa Ave,Los Angeles,91326,,(818) 349-7341,No,2103025.437,31659.98117
1283,8796,22700,Porter Ridge Park,Porter Ridge Park,Open Access,17.798,17.79605692,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Local Park,34.29731848,-118.5422076,18799  Sesnon Blvd,Los Angeles,91326,,(818) 368-8343,No,775193.1416,4242.455586
1615,15054,73896,Viking Park,Viking Park,Open Access,10.071,10.06971827,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Local Park,34.28109409,-118.5444642,Viking Ave,Los Angeles,91326,,(818) 368-8343,No,438635.167,3896.204743
1646,15355,22748,Wilbur Tampa Park,Wilbur Tampa Park,Open Access,7.301,7.30084376,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.28907338,-118.5566255,12001  Wilbur Ave,Los Angeles,91326,,(818) 368-8343,No,318023.4893,3012.968551
1668,15757,22729,Aliso Canyon Park,Aliso Canyon Park,Open Access,60.44,60.43507912,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,Local Park,34.28716823,-118.5321277,Sesnon Blvd,Los Angeles,91326,,(818) 756-8060,No,2632541.515,17279.79041
1729,18936,22764,Eddleston Park,Eddleston Park,Open Access,6.309,6.30830965,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.28619255,-118.532903,Porter Ranch,Los Angeles,91326,,,No,274788.8906,2495.380874
1935,25949,73925,Brown's Creek Park,Brown's Creek Park,Open Access,51.651,51.64700065,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.28504354,-118.5895062,Chatsworth,Los Angeles,91326,,,No,2249734.352,21473.74648
1936,25950,73915,Holleigh Bernson Memorial Park,Holleigh Bernson Memorial Park,Open Access,13.036,13.03447616,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,4,0,Local Park,34.29179487,-118.5711549,20500  Sesnon Blvd,Los Angeles,91326,,,No,567779.5068,3957.699426
2154,45525,73916,Rinaldi Park,Rinaldi Park,Open Access,0.083,0.08314234,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.27614888,-118.5367856,Porter Ranch,Los Angeles,91326,,,No,3621.664063,272.6571994
2307,45825,,Porter Ranch-Sesnon Property,Porter Ranch-Sesnon Property,Open Access,50.215,50.21045026,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.28962108,-118.5781202,Sesnon Blvd,Los Angeles,91326,,,No,2187158.474,9018.667369
1298,9808,2185,Reseda Park and Rec Center,Reseda Park and Rec Ctr.,Open Access,29.802,29.80003248,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,4,1,3,0,0,0,0,1,1,1,0,0,0,1,1,1,1,6,7,Local Park,34.18816508,-118.5336586,18411  Victory Blvd,Los Angeles,91335,,(818) 881-3882,No,1298084.219,7451.911057
1634,15276,22756,West Valley Park,West Valley Park,Open Access,8.805,8.80492356,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Local Park,34.19286834,-118.5459185,6731 Wilbur Ave,Los Angeles,91335,,(818) 756-8189,No,383540.9395,2483.286433
2274,45790,,Cleveland High School Pool,Cleveland High School Pool,Restricted Access,0.784,0.78415811,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Special Use,Park < 5 Acres,Yes,Yes,Yes,Poor,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Local Park,34.21670405,-118.5487632,8120  Vanalden Ave,Los Angeles,91335,,(818) 756-9798,No,34157.79004,739.3870951
2953,46644,,Aliso Creek Park,Aliso Creek Park,Open Access,1.707,1.70684006,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.19020292,-118.5425202,18751 W Kittridge St,Los Angeles,91335,,,No,74349.65625,1268.953144
2955,46646,,Caballero Creek Park,Caballero Creek Park,Open Access,1.529,1.52891016,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.18544799,-118.5283425,6353 Lindley Ave,Los Angeles,91335,,,No,66599.06055,1205.90427
673,6395,,Oak Forest West,Oak Forest West,Open Access,8.204,8.2032857,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Neighborhood Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.1405676,-118.4452033,,Los Angeles,91423,,,No,357333.6924,5135.084235
674,6396,,Oak Forest West Access,Oak Forest West Access,Open Access,0.041,0.04095138,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.13906284,-118.445712,,Los Angeles,91423,,,No,1783.833008,413.6897201
678,6403,,Fossil Ridge Park,Fossil Ridge Park,Open Access,57.362,57.35956648,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Santa Monica Mountains Conservancy,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.13713396,-118.4423128,Sherman Oaks,Los Angeles,91423,,,No,2498572.71,9868.439886
679,6404,,Oak Forest Canyon Natural Area,Oak Forest Canyon Natural Area,Open Access,1.125,1.12487745,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.1362941,-118.4459341,Sherman Oaks,Los Angeles,91423,,,No,48999.46582,1082.398577
